2,SYNONYMS,,AT,LEAST,28,WORDS,,DATE,>,1700
LOANWORDS,EXCLUDED

LDND,BAODI,LI_BA,LI_TO,BAHA_,BUYAN,CA_HA,CUN{T,ECUN_,GELAO,GELAO,GELAO,GREEN,HONGF,JINCH,JINXI,JUDU_,LACHI,LAHA{,LAKKJ,LANGJ,MULAO,NA_KH,NIUPO,PAHA{,PHO_B,PUBIA,TA_MI,WHITE,YERON,ZHENF,BLACK,DEHON,DEHON,DONGM,DONGY,FANGC,FUSUI,GUIGA,HAWYI,JINGH,JINGH,JINPI,KAM{T,KAM_Z,KHORA,LAIBI,LALIU,LALIU,LAMPA,LAO{T,LAOTI,LIANS,LINCH,LONGA,LONGZ,LU{TK,LUE_C,LUE_M,LUNG_,LUNG_,LUOCH,LVCHU,MAGUA,MAK{T,MANGS,MAONA,MENGL,MULAO,NINGM,NORTH,NUNG{,ONG_B,PO_AI,QINZH,SAEK{,SAEK_,SAEK_,SANDO,SHAN{,SHAN_,SHAN_,SHAN_,SHANG,SHANG,SHUIQ,SIAME,SIAME,SONGK,SOUTH,SUI{T,SUI_J,SUI_L,TAI_C,TAI_D,TAI_K,TAI_L,TAI_L,TAI_L,TAI_N,TAI_N,TAI_P,TAI_P,TAI_W,TAI_W,TAIYA,TAIYA,TAY{T,TEN{T,TEN_2,THAI{,THAI_,THAI_,TIANZ,WANGM,WHITE,WHITE,WHITE,WU_MI,WUDIN,WUMIN,WUMIN,XIANA,YANG{,YAY{T,YAY_2,YONGN,YUANJ,YUANY,ZHANG,ZHUAN,ZHUAN

BAODING_HLAI{TK.HLAI|Tai-K,.00
LI_BAODING{TK.HLAI|Tai-Kad,24.56,.00
LI_TONGSHI{TK.HLAI|Tai-Kad,40.76,24.07,.00
BAHA_BUYANG{TK.KADAI|Tai-K,93.12,90.20,93.65,.00
TAI_PO_AI{TK.KAM-TAI|Tai-K,88.15,86.37,85.45,87.78,85.26,92.59,83.80,86.36,95.66,99.25,95.24,96.00,103.20,96.95,89.98,93.75,91.14,78.38,95.51,87.64,101.59,96.45,99.22,88.71,94.96,86.84,90.35,96.66,90.86,92.78,46.17,58.79,58.81,87.19,77.36,79.54,39.43,41.69,40.71,56.20,59.22,58.65,74.39,79.50,60.32,41.89,80.97,80.82,71.12,53.47,49.94,48.35,80.05,41.03,68.96,55.89,43.07,43.07,50.88,42.11,85.81,74.44,52.87,72.45,61.42,81.70,65.74,88.06,56.47,61.11,62.62,84.86,26.07,46.50,60.33,48.24,52.73,84.56,44.89,49.89,66.88,61.91,43.07,57.04,82.50,46.31,52.94,64.43,81.80,83.15,76.46,75.91,41.42,62.18,59.74,44.53,45.09,41.23,45.97,43.59,42.42,.00
TAI_WESTERN_NUNG{TK.KAM-TA,86.30,86.52,88.20,91.72,88.49,93.51,83.83,89.68,91.23,93.73,92.13,94.50,101.42,94.49,87.45,98.24,92.52,87.36,91.86,90.81,98.15,96.40,97.86,90.39,93.79,88.54,92.00,95.58,96.67,96.80,37.63,60.15,60.27,90.41,78.99,88.41,56.06,59.42,69.25,57.34,58.78,63.06,75.42,85.95,58.73,56.61,84.46,88.95,65.36,54.66,41.77,65.55,80.23,59.40,66.09,57.74,37.84,37.84,40.60,47.30,92.41,72.92,52.90,75.21,60.76,88.22,67.53,93.95,57.76,54.39,55.38,83.15,65.60,65.14,68.83,59.75,64.89,90.01,40.31,41.07,57.30,60.19,61.86,57.47,89.47,39.05,48.12,58.38,84.90,87.71,80.70,79.42,30.23,61.73,56.72,38.19,30.95,44.09,43.63,37.90,34.93,46.40,.00
TAI_WUMING{TK.KAM-TAI|Tai-,84.44,83.37,83.01,91.34,87.27,95.28,84.80,90.51,91.28,94.00,92.94,92.33,98.76,94.82,88.16,98.49,93.49,79.08,94.16,90.73,100.04,93.33,100.49,88.86,96.74,84.42,93.44,98.10,93.07,97.37,57.82,69.59,69.40,85.65,79.56,85.69,59.71,48.50,57.99,64.75,62.83,69.37,75.36,81.23,67.81,51.43,82.07,86.45,75.24,63.70,57.60,64.80,81.00,56.79,71.37,64.81,52.63,52.63,51.68,58.89,86.43,81.98,58.70,73.23,69.10,87.45,74.14,87.99,60.37,67.31,66.53,82.54,53.40,65.55,59.93,46.11,48.78,85.65,49.65,60.44,74.29,68.03,55.96,56.42,88.59,50.83,52.79,64.07,85.37,87.01,79.84,78.13,49.80,71.55,65.40,47.65,43.43,55.03,48.49,53.69,45.97,40.94,46.77,.00
TAIYANG_AI_CHAM{TK.KAM-TAI,92.56,89.48,91.91,85.20,91.22,91.75,96.52,87.08,93.47,98.98,104.28,102.26,98.42,99.53,80.53,92.40,99.10,75.84,81.09,87.87,100.21,96.29,97.71,81.03,88.77,92.79,93.71,96.04,92.26,94.60,88.24,86.82,87.23,70.64,86.36,36.57,82.58,77.55,84.16,81.29,81.56,81.02,71.61,68.60,87.72,78.14,20.99,30.97,87.46,88.56,86.53,81.67,92.51,78.39,83.28,88.36,83.75,83.75,85.01,84.72,66.93,94.31,84.91,42.56,89.16,48.32,84.24,68.68,80.76,93.64,81.67,87.83,84.33,82.74,80.16,84.10,80.73,65.75,85.13,92.85,95.24,93.16,79.41,84.61,57.21,86.86,86.30,91.27,75.62,54.08,54.40,54.53,85.94,90.08,90.82,83.87,83.86,84.99,81.65,84.15,83.65,82.80,87.04,84.18,.00
TAIYANG_AI_CHAM_2{TK.KAM-T,90.87,86.42,88.53,87.75,90.89,95.27,96.71,86.58,94.34,97.52,102.61,105.03,98.54,100.23,83.43,94.79,100.88,76.68,83.59,85.36,100.63,97.33,97.92,81.95,92.01,87.66,95.57,99.02,89.26,97.90,86.60,84.31,85.78,67.64,83.25,35.82,80.81,78.03,81.17,80.48,80.84,75.96,74.74,65.63,84.66,78.56,27.41,30.43,86.51,88.79,86.34,80.00,90.49,77.98,82.83,90.46,84.06,84.06,83.67,83.19,62.29,90.70,82.33,49.68,87.32,51.03,84.13,64.80,81.05,95.07,80.45,84.74,80.28,81.31,82.65,85.77,79.48,67.05,88.10,94.84,96.92,94.17,78.75,82.71,53.97,86.97,83.80,91.24,71.51,50.39,58.34,58.08,85.82,86.38,92.52,87.61,87.51,88.83,87.28,84.22,87.92,81.85,88.86,88.61,12.55,.00
TAY{TK.KAM-TAI|Tai-Kadai,K,80.36,81.89,82.48,87.75,94.45,98.22,81.04,92.30,92.96,98.24,91.14,96.93,101.88,96.06,86.11,98.91,93.56,83.24,86.53,93.69,97.90,95.24,100.70,85.67,96.83,89.34,91.06,97.32,96.67,95.26,56.36,69.88,65.50,92.80,74.28,82.09,60.22,63.73,63.56,63.04,60.61,61.03,83.26,85.67,61.81,64.47,80.02,83.04,71.06,55.64,48.27,70.65,76.06,62.84,59.38,68.43,64.15,64.15,50.87,52.54,89.16,78.41,56.25,75.98,66.30,80.72,64.80,88.72,55.23,66.42,57.16,75.41,65.50,63.41,64.75,63.11,53.53,84.34,50.81,60.33,67.87,65.35,64.59,60.40,82.02,64.15,56.80,64.32,88.17,82.09,77.79,78.02,54.99,64.81,67.36,62.95,59.78,64.67,64.55,60.48,62.37,68.85,60.82,63.45,82.45,83.23,.00
TEN{TK.KAM-TAI|Tai-Kadai,K,85.72,83.41,86.12,84.31,90.44,94.51,87.41,84.47,95.72,96.47,89.93,93.90,95.28,99.81,78.77,97.25,93.46,70.74,87.29,86.76,101.24,95.08,94.78,83.53,94.88,86.30,93.06,95.71,92.67,95.57,79.59,76.85,77.05,58.83,78.21,56.54,77.19,79.63,80.02,77.15,76.00,77.77,51.53,52.18,78.79,79.45,52.89,58.34,78.28,77.47,73.20,78.10,81.86,71.94,80.59,80.18,76.53,76.53,69.92,67.09,59.68,86.92,78.40,45.44,80.70,54.17,79.45,60.52,78.94,80.86,74.61,78.98,72.26,74.99,72.16,76.01,71.44,53.07,73.30,77.06,84.52,78.89,81.62,78.90,44.38,77.79,71.76,77.49,74.05,44.68,29.80,28.79,74.95,79.37,76.51,78.76,78.61,76.99,78.59,76.37,78.11,77.57,83.42,81.62,58.11,58.29,77.91,.00
TEN_2{TK.KAM-TAI|Tai-Kadai,93.02,89.64,89.31,83.01,90.65,94.57,95.04,89.63,94.42,97.22,97.22,99.98,98.00,100.59,75.70,93.82,99.24,76.24,79.36,89.38,96.67,98.96,97.18,82.88,94.10,90.80,87.51,98.29,97.42,93.62,87.12,83.55,83.06,60.53,85.33,62.86,81.72,73.71,80.14,83.21,79.32,81.18,65.45,56.33,83.63,77.34,64.44,63.21,82.33,86.04,81.70,80.61,85.56,76.04,82.34,89.99,86.68,86.68,81.45,80.32,59.66,89.74,81.06,58.61,83.75,51.73,83.88,61.60,86.19,91.95,82.90,83.62,79.18,81.06,80.64,81.23,77.75,49.10,85.53,85.97,93.89,92.32,78.35,83.96,46.70,85.25,81.59,87.48,70.80,37.41,44.36,47.88,85.79,90.49,88.19,84.99,84.92,83.59,84.25,85.38,86.70,80.33,87.50,80.05,55.78,57.27,81.89,42.27,.00
THAI{TK.KAM-TAI|Tai-Kadai,,83.33,79.42,79.05,94.28,89.38,93.13,88.22,96.13,89.06,93.27,91.84,97.84,100.98,99.86,82.81,98.93,98.81,82.28,86.42,88.18,94.93,97.62,99.06,94.47,94.69,85.45,89.49,98.72,89.77,93.67,53.59,54.32,60.46,88.14,74.71,79.52,64.62,67.16,72.58,57.85,55.61,55.02,78.07,75.06,35.10,63.90,82.62,79.54,48.90,52.59,57.95,75.57,74.57,65.55,58.48,68.00,57.78,57.78,44.97,57.80,84.07,71.48,53.59,77.77,62.96,82.68,58.09,83.75,63.14,55.54,58.19,76.06,59.76,74.52,63.54,65.04,56.55,81.50,50.65,55.89,66.53,51.86,66.97,64.78,77.26,47.06,35.07,41.60,79.51,72.86,72.84,76.01,51.78,57.88,49.47,59.96,59.08,65.56,69.27,50.01,59.97,68.99,65.25,70.11,85.14,82.00,62.82,78.40,79.22,.00
THAI_2{TK.KAM-TAI|Tai-Kada,84.42,83.50,85.86,95.83,90.87,95.44,89.41,96.13,93.20,96.00,94.62,96.86,97.39,100.51,89.23,96.91,97.17,85.22,96.12,90.68,95.33,98.68,97.49,99.59,98.92,90.23,89.92,95.51,90.35,96.12,52.45,57.88,64.88,87.41,81.41,91.28,69.35,69.09,74.92,61.56,56.51,61.17,78.06,83.22,44.60,67.85,90.49,91.18,60.35,47.00,53.40,77.97,79.65,69.81,61.78,59.97,49.07,49.07,40.97,52.58,86.63,72.75,55.46,75.50,66.03,90.68,65.72,88.97,69.31,52.82,59.80,81.99,58.97,78.42,68.81,60.59,58.76,90.74,48.48,51.09,63.78,45.43,68.24,65.74,87.96,38.32,33.41,40.53,90.34,86.44,74.75,74.80,45.25,55.96,41.34,53.84,53.36,62.07,64.41,46.92,53.42,65.37,57.56,55.85,91.73,93.31,71.34,78.67,83.83,39.73,.00
THAI_3{TK.KAM-TAI|Tai-Kada,84.32,83.27,85.95,89.74,87.51,95.95,88.15,94.38,91.54,93.69,91.30,93.70,99.07,97.68,90.25,95.57,96.65,82.31,95.61,89.76,96.10,97.62,98.05,91.07,95.53,84.11,91.23,96.32,90.83,96.79,43.04,63.18,57.54,88.03,77.61,84.82,64.85,64.20,71.79,52.04,53.68,58.06,68.90,80.68,41.62,60.49,85.41,85.36,52.09,28.57,40.89,74.04,77.66,60.94,64.50,50.90,46.64,46.64,40.02,51.80,87.34,68.62,52.95,70.48,59.87,88.37,63.41,90.32,62.14,49.59,60.40,79.00,54.90,72.83,65.16,58.46,55.67,83.44,38.58,45.93,60.06,49.47,64.65,61.57,84.28,32.75,26.87,39.11,78.93,82.64,70.12,69.93,36.53,53.16,47.47,53.83,50.37,57.42,57.70,37.09,51.58,53.74,51.29,52.68,88.60,88.70,61.44,73.29,81.21,46.77,40.08,.00
TIANZHU_SHIDONG_NORTHERN_D,92.18,90.22,86.77,95.03,92.33,97.11,95.21,91.94,94.30,97.93,93.03,91.87,96.43,101.14,84.35,97.27,102.78,80.17,87.37,90.96,99.33,98.44,97.39,86.46,99.51,91.34,100.12,103.61,94.86,92.77,88.38,86.62,84.92,72.11,82.69,76.48,88.11,85.75,79.74,85.79,84.92,84.29,55.34,42.69,87.04,86.33,77.61,76.41,85.85,88.45,82.42,82.35,88.30,86.44,92.81,89.54,89.39,89.39,89.50,86.26,72.22,89.95,85.38,75.74,88.07,75.47,85.74,72.30,87.92,93.06,89.95,85.47,82.88,87.06,83.38,88.57,85.74,65.09,81.96,89.42,92.14,91.67,87.84,84.64,66.16,88.69,87.26,93.64,59.58,60.26,64.52,63.24,89.17,89.88,89.24,89.40,91.41,88.27,87.54,87.03,91.40,83.97,93.23,86.51,72.17,73.51,92.41,63.06,67.02,85.52,90.49,85.72,.00
WANGMO_BOUYEI{TK.KAM-TAI|T,82.80,79.04,77.78,85.49,89.38,96.59,83.18,86.59,92.72,93.70,96.74,97.30,100.78,97.82,85.75,93.48,95.10,82.74,89.77,85.60,101.03,93.69,98.97,86.13,94.76,85.70,92.76,100.94,90.29,97.00,65.92,68.30,67.47,86.24,78.45,79.12,53.28,43.68,48.18,62.02,62.27,61.83,84.40,79.22,64.20,41.35,79.59,79.13,75.93,67.78,64.52,50.48,82.17,52.64,64.81,71.60,65.79,65.79,61.99,65.12,80.20,78.91,61.31,79.70,67.13,78.78,70.61,84.03,56.08,78.23,64.36,79.04,52.62,56.98,66.09,60.62,57.22,85.73,63.76,74.55,81.47,77.85,45.55,57.46,80.65,67.07,66.35,77.32,82.51,79.93,78.58,77.03,63.65,76.66,74.73,64.98,64.90,69.78,68.29,64.79,64.59,46.49,63.69,55.92,80.76,76.59,68.64,81.97,81.33,71.12,70.19,68.63,85.84,.00
WHITE_THAI{TK.KAM-TAI|Tai-,75.84,78.48,76.47,85.31,89.24,89.75,72.25,89.73,83.99,92.78,91.22,95.96,101.44,96.65,87.36,97.16,92.83,79.08,90.72,88.17,97.81,94.96,97.11,88.30,91.02,85.11,90.77,99.04,91.81,92.33,20.11,50.73,51.35,90.11,69.21,84.07,55.31,57.13,61.86,46.64,38.91,36.74,66.10,77.60,46.24,53.54,84.00,81.80,55.42,32.04,23.00,63.75,72.62,61.21,59.25,43.13,27.16,27.16,31.72,39.39,91.50,62.11,39.43,67.80,50.86,81.72,49.90,94.41,54.89,41.94,50.59,70.94,45.67,63.66,55.39,46.34,46.70,85.12,25.72,34.38,49.83,44.62,57.50,55.80,83.18,35.75,34.54,49.66,81.73,80.55,70.49,68.78,23.85,42.51,44.67,42.79,35.53,47.54,47.01,27.50,41.66,42.90,34.90,49.62,87.64,82.75,45.26,76.49,85.22,52.16,52.75,42.38,85.02,54.04,.00
WHITE_THAI_2{TK.KAM-TAI|Ta,86.43,87.12,88.05,88.92,87.65,93.05,81.23,90.11,87.75,92.71,91.66,95.17,101.92,95.22,88.14,96.35,92.08,85.17,94.69,88.39,96.12,96.23,100.27,91.29,93.28,90.76,92.02,97.46,90.48,95.24,21.26,51.93,54.43,92.49,76.03,85.87,58.14,60.01,66.93,45.20,46.23,38.33,72.68,84.93,52.19,60.19,84.95,84.86,57.05,41.61,37.97,68.84,79.06,63.51,61.83,45.73,17.32,17.32,38.72,49.95,91.51,62.34,40.41,70.03,55.36,87.67,56.83,96.70,55.96,45.15,57.78,79.85,55.59,65.74,61.72,51.10,58.12,88.73,32.38,32.55,45.66,48.24,56.57,61.31,87.94,31.96,45.00,54.67,84.65,88.37,76.59,75.27,23.44,47.68,48.79,40.72,37.61,48.92,46.12,25.25,36.59,43.95,34.52,56.09,86.93,84.87,58.88,79.65,87.16,57.38,53.37,48.35,90.30,64.08,18.75,.00
WHITE_THAI_3{TK.KAM-TAI|Ta,80.34,77.24,80.05,90.30,91.49,91.51,82.26,92.75,87.47,91.84,89.43,95.30,101.58,98.27,86.92,96.79,91.97,80.58,92.11,91.31,98.01,93.47,98.36,90.61,93.34,85.69,88.99,95.80,89.19,93.59,36.39,43.32,50.57,91.49,71.95,79.53,55.65,57.19,62.96,43.37,38.58,36.93,64.80,76.45,39.42,54.60,83.50,81.95,51.88,35.96,38.39,65.60,74.17,56.71,51.48,32.34,26.99,26.99,21.75,33.79,87.60,60.08,37.37,63.58,52.03,79.70,54.17,89.19,52.31,38.78,41.80,72.52,40.97,62.58,52.56,56.54,48.92,83.70,30.44,41.16,56.50,36.73,55.65,51.34,82.20,37.40,23.03,35.44,80.69,80.97,68.83,67.18,30.72,46.89,31.91,44.76,37.62,52.15,49.39,31.47,41.50,50.90,44.83,52.83,86.37,83.35,50.56,71.63,84.88,44.29,38.70,37.81,87.14,60.03,22.31,25.63,.00
WU_MING{TK.KAM-TAI|Tai-Kad,80.81,78.65,80.99,92.81,88.46,94.53,85.62,91.34,90.11,95.40,92.79,92.90,97.21,95.37,87.64,97.28,94.81,77.67,92.42,90.97,97.96,94.53,98.50,90.58,96.37,82.81,92.05,98.63,92.78,96.76,61.64,64.56,69.71,86.92,76.81,84.97,62.78,51.36,62.45,62.16,58.68,65.27,71.23,77.26,59.48,54.04,85.17,87.05,68.45,57.79,52.51,63.53,80.10,59.40,64.58,58.68,55.31,55.31,43.38,50.07,85.68,81.20,60.87,71.76,69.26,84.67,72.79,85.70,59.76,63.62,58.70,77.97,41.83,67.06,54.88,53.15,47.81,82.25,52.85,65.83,74.60,63.71,60.08,55.74,83.53,52.79,42.74,53.84,84.14,80.78,75.74,73.97,53.41,67.80,58.47,57.11,53.12,62.65,56.91,55.17,56.83,53.76,54.98,29.24,85.77,86.37,62.24,77.43,78.79,59.54,51.04,50.89,85.20,58.23,44.75,58.20,42.26,.00
WUDING_TAI{TK.KAM-TAI|Tai-,84.39,82.63,82.89,89.54,89.46,91.09,85.84,92.92,90.13,91.72,94.76,99.62,98.08,95.69,85.51,94.37,92.61,77.17,92.19,87.40,96.59,95.54,100.88,87.97,93.75,85.65,86.21,98.58,89.62,95.37,55.02,42.36,34.90,91.23,74.80,81.16,57.65,60.06,67.98,44.47,34.64,35.24,77.72,75.67,49.75,59.60,86.10,83.40,57.84,53.12,52.06,63.33,78.33,60.48,54.95,49.83,50.92,50.92,48.19,57.48,87.61,40.32,29.69,82.76,36.77,81.10,42.84,90.70,57.06,50.10,59.50,76.74,61.05,66.53,67.06,66.29,64.52,83.26,37.62,50.73,60.58,50.23,58.20,60.30,79.77,59.12,58.41,60.25,79.09,80.09,74.26,75.60,51.50,50.62,47.00,62.67,58.92,65.12,67.45,56.74,60.09,60.81,62.10,70.02,86.87,85.59,65.97,81.85,81.96,56.34,56.13,56.90,85.70,67.19,43.56,48.92,43.27,69.33,.00
WUMING_YONGBEI_ZHUANG{TK.K,77.05,77.82,78.43,88.82,91.30,96.38,82.99,92.98,94.02,96.03,90.78,91.16,100.77,95.80,84.28,93.59,93.95,81.08,91.76,90.26,97.15,95.74,99.96,88.77,94.07,84.56,90.09,97.49,90.35,96.46,60.71,62.73,63.61,81.98,74.73,80.80,51.47,38.10,42.42,59.22,59.07,57.72,82.59,74.69,58.69,29.18,78.72,80.73,70.07,62.56,60.15,54.96,78.72,50.18,62.67,65.64,60.14,60.14,54.35,61.86,79.82,75.02,52.96,78.62,62.14,80.26,65.95,82.05,53.32,72.17,59.22,78.93,52.21,58.35,62.55,57.41,52.13,82.31,57.82,69.50,78.47,70.26,43.32,56.00,80.15,57.16,55.39,68.51,80.55,77.37,78.02,76.10,55.93,68.81,67.28,58.47,58.08,62.25,61.35,60.18,57.16,47.87,58.25,44.89,80.06,79.52,63.56,81.64,81.56,63.34,62.99,58.54,88.20,44.95,53.44,61.86,53.48,46.15,59.29,.00
WUMING_ZHUANG{TK.KAM-TAI|T,82.24,80.12,81.10,88.52,89.84,94.28,84.33,92.54,92.26,97.60,94.36,94.49,100.46,98.19,83.98,94.07,93.60,77.27,90.26,90.54,97.18,94.06,100.75,88.12,94.09,83.62,90.26,97.85,92.07,95.13,64.24,63.33,67.19,83.43,75.98,78.18,47.22,32.22,33.49,61.89,61.73,60.34,80.75,78.43,66.16,26.34,77.03,80.08,73.83,64.90,61.64,53.17,78.60,46.24,63.99,69.70,61.19,61.19,55.05,58.99,79.45,77.09,56.34,78.32,68.24,78.47,69.59,83.85,51.87,75.76,61.26,81.64,50.07,52.95,61.57,59.44,53.04,81.49,58.05,69.22,75.90,74.89,39.52,53.96,79.13,62.13,58.90,74.25,78.02,79.29,79.77,78.24,58.07,73.32,72.60,58.22,59.91,62.48,58.35,62.28,58.66,41.35,60.52,46.44,77.81,78.13,65.05,82.29,77.64,66.82,65.99,63.15,83.10,43.55,52.85,61.42,55.73,50.13,64.65,25.20,.00
XIANAN_MAONAN{TK.KAM-TAI|T,86.56,85.11,87.02,85.33,92.88,95.06,94.08,87.39,91.99,93.11,97.20,99.72,95.07,98.50,86.40,93.43,95.87,72.77,89.29,86.80,98.87,93.17,95.41,81.33,91.79,87.92,95.02,92.85,92.54,98.67,88.24,83.18,84.23,65.22,80.78,51.15,80.68,79.93,79.56,77.36,79.56,79.60,68.53,64.52,84.23,80.00,51.01,54.48,86.18,88.37,83.71,74.83,88.14,79.03,84.57,85.44,83.26,83.26,81.00,81.83,60.98,89.22,81.99,53.36,86.93,12.01,82.48,63.51,78.69,90.40,81.18,83.00,78.57,82.33,80.79,83.70,75.31,54.37,83.12,90.97,96.78,90.56,80.13,81.81,52.05,87.88,81.91,90.49,72.53,46.22,48.46,46.87,83.47,88.71,88.41,85.28,85.89,85.65,81.95,85.26,85.59,83.21,89.43,87.42,47.26,50.86,82.54,57.46,56.44,82.71,89.48,87.86,77.31,77.76,84.13,87.80,79.37,84.31,82.71,81.41,79.41,.00
YANG{TK.KAM-TAI|Tai-Kadai,,84.44,83.73,85.24,89.91,91.49,95.88,85.40,94.95,93.14,95.59,91.20,93.14,103.63,96.32,91.81,96.29,92.78,85.98,97.39,86.45,94.80,93.38,100.45,91.06,97.14,90.44,94.08,100.05,89.85,95.99,38.20,65.33,50.68,95.48,78.40,87.39,61.18,66.51,68.13,40.88,44.85,42.41,76.10,84.25,46.35,65.43,87.56,87.88,60.48,39.67,36.78,73.01,78.56,65.61,58.48,35.23,40.70,40.70,36.87,47.32,91.23,66.17,50.13,73.24,54.67,87.98,58.42,95.30,62.69,46.79,50.83,79.70,52.27,66.49,59.73,56.53,54.18,88.54,38.74,41.82,58.30,45.18,67.05,63.17,88.51,45.96,40.41,51.60,85.40,90.02,77.71,76.26,39.73,51.96,44.98,52.12,48.86,58.40,55.10,41.62,49.04,52.22,49.65,60.63,89.22,87.23,61.33,81.33,92.21,62.21,55.11,45.02,89.71,64.30,33.34,35.06,27.50,55.80,51.80,61.51,64.08,87.00,.00
YAY{TK.KAM-TAI|Tai-Kadai,K,84.68,83.83,83.43,87.85,85.41,93.97,83.45,86.41,91.53,96.94,96.17,97.37,99.64,94.31,88.76,90.62,92.24,81.34,93.44,88.16,100.20,97.15,97.34,85.70,94.74,83.71,89.84,98.77,94.36,93.86,48.78,64.52,67.50,85.99,76.60,81.53,50.05,37.65,48.57,60.97,61.34,61.27,71.87,79.27,62.87,43.57,79.39,82.25,74.53,57.11,43.29,50.56,78.98,52.25,68.99,62.63,47.39,47.39,51.74,53.10,85.92,77.75,54.72,68.70,68.48,81.66,68.83,88.15,58.82,63.83,65.30,80.05,36.86,57.18,53.34,35.34,41.93,85.29,45.14,56.00,70.46,64.84,46.92,56.24,81.69,50.38,54.08,65.38,81.76,82.34,73.68,72.10,43.85,68.95,64.88,48.90,47.46,54.89,48.94,45.11,47.20,25.77,47.26,29.09,81.38,81.53,63.09,74.97,77.79,69.41,62.94,58.17,83.51,47.54,37.48,47.94,50.49,40.41,63.74,48.09,44.23,81.53,54.82,.00
YAY_2{TK.KAM-TAI|Tai-Kadai,81.06,79.60,78.53,88.67,87.93,93.40,86.31,89.67,89.95,95.65,92.09,94.37,100.58,96.73,85.52,93.32,93.53,78.73,90.19,89.38,100.95,92.57,97.98,85.56,95.52,81.79,87.61,101.04,92.24,92.22,57.29,63.48,65.13,85.21,73.06,77.87,53.90,45.59,53.25,57.48,55.99,58.50,69.01,75.33,55.95,48.88,80.62,79.66,68.45,54.72,47.57,54.05,75.15,53.15,63.62,56.34,52.92,52.92,43.97,45.75,80.76,76.48,53.89,66.05,66.58,78.57,66.91,82.10,55.88,61.70,57.45,73.50,26.46,56.79,43.85,43.60,34.66,80.68,46.97,61.79,73.50,61.19,52.61,52.36,79.85,53.79,44.23,54.94,80.42,78.72,70.36,68.60,51.69,66.44,58.85,56.78,56.41,61.54,54.66,52.84,57.17,39.85,58.28,37.30,82.59,80.10,61.13,71.84,76.18,59.21,51.65,53.00,81.02,50.03,41.47,55.09,40.81,28.94,64.22,48.02,45.10,77.67,50.51,18.61,.00
YONGNAN_CENTRAL_HONGSHUIHE,76.97,75.38,71.90,85.58,93.09,94.61,84.83,89.99,90.62,93.85,90.42,96.73,102.45,94.26,76.32,90.46,93.70,80.22,85.37,91.91,96.84,96.66,95.00,87.01,90.11,84.84,92.18,95.14,91.62,92.68,66.57,64.91,66.78,79.69,77.35,75.37,31.46,43.10,53.02,64.78,64.96,60.03,80.94,75.24,60.40,43.95,78.04,77.43,67.04,65.99,70.37,54.71,79.20,26.54,68.88,69.20,63.75,63.75,61.67,51.21,76.24,74.62,56.94,76.71,67.44,77.18,69.05,79.74,52.01,72.90,55.35,78.97,49.22,29.24,66.73,63.87,58.82,79.67,65.75,71.48,81.37,71.74,45.63,46.69,77.51,61.96,61.02,72.29,79.87,74.74,75.64,75.40,61.87,73.71,68.69,63.09,65.20,56.75,60.07,65.45,64.45,47.38,60.69,59.91,81.30,79.34,65.67,76.19,78.45,66.49,72.90,66.09,88.82,55.80,65.20,65.51,59.93,60.51,61.32,46.76,45.41,81.02,67.35,58.31,56.92,.00
YUANJIANG_TAI{TK.KAM-TAI|T,84.18,80.55,78.94,85.47,91.50,94.83,83.81,89.91,91.08,89.95,93.16,95.86,102.16,95.92,87.11,98.66,93.40,85.45,92.38,88.05,93.19,94.39,101.36,82.07,96.82,88.31,90.24,97.59,92.91,93.75,56.58,54.37,47.65,93.01,72.50,80.74,60.83,64.77,65.63,50.87,46.82,43.57,82.28,80.37,57.98,62.67,83.75,79.91,62.96,60.35,58.13,64.29,73.77,63.63,55.83,57.20,59.34,59.34,50.90,58.49,89.01,56.28,39.68,81.02,44.74,82.18,49.45,91.25,55.51,61.31,63.44,74.52,63.02,66.41,67.68,69.25,63.56,85.78,49.43,56.50,66.16,63.32,64.17,61.29,83.02,66.18,59.25,68.59,85.73,82.72,77.07,78.29,56.58,61.53,58.29,62.20,61.70,64.62,68.37,63.73,61.07,63.86,61.51,68.63,86.55,84.25,60.89,82.37,83.80,62.53,69.45,60.50,87.63,67.34,51.29,54.48,51.81,71.90,45.44,62.57,69.21,83.23,54.78,68.27,67.38,66.50,.00
