2,SYNONYMS,,AT,LEAST,28,WORDS,,DATE,>,1700
LOANWORDS,EXCLUDED

LDND,BAODI,LI_BA,LI_TO,BAHA_,BUYAN,CA_HA,CUN{T,ECUN_,GELAO,GELAO,GELAO,GREEN,HONGF,JINCH,JINXI,JUDU_,LACHI,LAHA{,LAKKJ,LANGJ,MULAO,NA_KH,NIUPO,PAHA{,PHO_B,PUBIA,TA_MI,WHITE,YERON,ZHENF,BLACK,DEHON,DEHON,DONGM,DONGY,FANGC,FUSUI,GUIGA,HAWYI,JINGH,JINGH,JINPI,KAM{T,KAM_Z,KHORA,LAIBI,LALIU,LALIU,LAMPA,LAO{T,LAOTI,LIANS,LINCH,LONGA,LONGZ,LU{TK,LUE_C,LUE_M,LUNG_,LUNG_,LUOCH,LVCHU,MAGUA,MAK{T,MANGS,MAONA,MENGL,MULAO,NINGM,NORTH,NUNG{,ONG_B,PO_AI,QINZH,SAEK{,SAEK_,SAEK_,SANDO,SHAN{,SHAN_,SHAN_,SHAN_,SHANG,SHANG,SHUIQ,SIAME,SIAME,SONGK,SOUTH,SUI{T,SUI_J,SUI_L,TAI_C,TAI_D,TAI_K,TAI_L,TAI_L,TAI_L,TAI_N,TAI_N,TAI_P,TAI_P,TAI_W,TAI_W,TAIYA,TAIYA,TAY{T,TEN{T,TEN_2,THAI{,THAI_,THAI_,TIANZ,WANGM,WHITE,WHITE,WHITE,WU_MI,WUDIN,WUMIN,WUMIN,XIANA,YANG{,YAY{T,YAY_2,YONGN,YUANJ,YUANY,ZHANG,ZHUAN,ZHUAN

BAODING_HLAI{TK.HLAI|Tai-K,.00
LI_BAODING{TK.HLAI|Tai-Kad,24.56,.00
LI_TONGSHI{TK.HLAI|Tai-Kad,40.76,24.07,.00
BAHA_BUYANG{TK.KADAI|Tai-K,93.12,90.20,93.65,.00
MANGSHI_TAI{TK.KAM-TAI|Tai,84.10,84.38,83.98,88.41,88.85,95.89,87.06,88.71,91.50,91.83,92.81,95.97,101.77,97.29,87.90,100.02,93.83,92.68,86.65,93.75,97.95,102.56,84.83,96.80,82.27,102.24,91.41,95.39,56.24,44.32,17.73,89.85,77.91,81.72,58.80,62.54,68.82,37.53,33.32,42.41,78.53,77.02,54.96,62.62,86.10,83.56,58.74,55.28,55.99,62.22,79.33,65.03,57.75,47.17,55.75,55.75,53.46,57.72,88.48,55.30,37.24,80.67,.00
MAONAN{TK.KAM-TAI|Tai-Kada,87.05,85.66,87.92,86.41,92.54,95.28,95.17,86.46,91.23,93.42,96.07,99.72,93.78,98.24,81.63,92.16,94.98,86.15,85.20,97.72,91.38,93.99,82.32,92.08,85.20,92.20,91.17,98.72,86.31,81.45,82.43,62.83,79.17,47.74,75.99,74.69,78.08,75.61,76.07,77.27,65.99,61.03,82.48,77.99,50.69,54.95,83.99,88.43,85.55,73.24,85.95,75.12,79.83,85.92,83.02,83.02,78.39,78.03,56.63,87.33,77.22,51.64,84.23,.00
MENGLIAN_TAI{TK.KAM-TAI|Ta,82.00,81.02,80.92,89.07,88.92,95.25,85.06,92.43,86.81,92.82,90.57,93.81,101.23,101.84,87.91,96.83,96.37,91.91,86.74,99.76,95.72,102.74,87.63,95.64,87.38,103.28,90.18,92.92,57.60,50.70,41.40,88.54,75.83,81.54,57.26,66.14,67.98,43.83,39.04,40.87,78.11,74.84,55.68,66.02,83.15,83.46,60.32,56.68,52.99,67.02,77.55,64.25,59.12,54.33,55.65,55.65,57.51,62.34,84.70,61.39,44.18,82.03,42.78,78.96,.00
MULAO{TK.KAM-TAI|Tai-Kadai,88.02,86.09,88.30,90.31,92.20,95.58,95.27,88.10,97.54,97.72,98.06,98.45,91.12,100.82,75.43,96.76,100.32,78.84,89.31,103.18,94.96,96.82,86.74,94.07,92.11,98.78,94.87,97.95,95.96,88.21,88.28,26.78,86.54,65.80,84.90,82.68,81.53,86.95,85.40,87.64,75.02,62.62,86.45,80.39,67.47,64.63,85.02,93.64,92.87,78.73,88.20,82.00,84.94,92.21,93.89,93.89,82.63,84.61,25.66,91.69,87.30,70.90,88.47,61.26,87.27,.00
NINGMING_YONGNAN_ZHUANG{TK,85.19,83.00,82.64,87.28,89.56,95.38,82.43,91.81,91.54,93.25,91.23,96.42,105.30,98.95,86.94,93.26,91.09,91.25,88.75,98.46,99.05,96.69,88.21,95.61,84.66,101.15,93.22,99.12,58.68,58.84,60.46,88.45,76.32,76.17,44.61,48.56,53.65,54.56,54.48,54.20,78.63,78.13,60.88,49.94,75.40,77.80,68.24,59.88,59.96,59.79,78.99,54.59,49.52,64.76,56.68,56.68,52.04,53.65,81.76,73.08,45.32,71.87,60.05,75.34,61.45,85.72,.00
NORTHERN_SHAN{TK.KAM-TAI|T,89.26,88.66,89.90,93.62,92.04,93.03,88.34,91.20,90.58,92.98,93.31,100.20,100.41,98.54,91.12,99.17,93.50,96.47,91.86,99.37,96.82,97.83,91.96,94.86,88.64,96.61,90.48,97.13,43.53,46.89,50.16,92.04,81.40,89.98,66.36,72.44,76.04,56.85,56.78,55.29,73.72,86.04,50.26,72.09,90.02,90.84,62.11,44.78,47.75,73.38,83.40,72.81,61.06,46.68,45.30,45.30,41.04,47.79,92.00,69.42,55.61,76.64,50.17,88.65,56.68,95.72,67.75,.00
NUNG{TK.KAM-TAI|Tai-Kadai,,83.28,79.44,81.93,87.78,90.57,96.44,83.62,90.35,93.89,97.05,97.20,100.77,102.29,97.37,87.22,96.10,93.81,93.23,87.81,97.80,92.81,97.53,89.21,96.20,86.76,95.53,86.35,99.27,57.60,57.41,60.13,89.86,76.54,78.76,49.52,54.51,66.56,57.46,55.12,57.57,77.18,79.37,55.74,53.64,76.95,78.81,70.90,55.93,55.61,65.11,78.99,53.49,48.15,62.64,55.98,55.98,37.12,39.53,81.95,72.12,55.22,74.17,61.81,79.08,63.81,86.05,49.77,57.93,.00
ONG_BE{TK.KAM-TAI|Tai-Kada,80.39,77.30,76.36,87.02,94.28,98.26,86.10,92.77,95.76,98.28,91.65,91.00,98.31,96.52,90.57,96.05,96.72,95.53,90.37,95.59,101.34,97.41,82.37,99.47,80.72,98.78,97.86,96.20,78.78,79.07,79.36,91.24,21.32,80.17,77.33,82.30,80.00,79.14,76.92,77.87,85.85,81.82,69.72,81.14,86.13,82.54,81.61,81.87,77.44,79.90,21.36,75.83,80.34,80.79,79.71,79.71,72.92,77.74,89.42,84.75,78.41,78.87,80.50,83.75,77.94,87.54,79.64,85.19,77.08,.00
PO_AI{TK.KAM-TAI|Tai-Kadai,83.78,81.60,80.28,87.41,88.51,92.45,84.58,88.55,92.70,97.29,93.28,95.31,100.56,96.76,88.87,94.73,92.75,93.27,90.10,101.81,91.44,97.61,89.86,96.82,86.16,100.65,89.66,94.10,59.34,53.67,59.27,87.58,76.77,75.37,43.71,49.47,50.24,58.65,55.81,56.94,67.80,74.03,54.77,48.48,81.60,77.61,70.46,53.84,52.18,51.41,80.40,44.92,58.99,56.53,53.58,53.58,39.41,30.38,80.87,75.18,56.70,67.43,60.66,76.46,64.30,83.31,53.39,56.93,53.57,78.87,.00
QINZHOU_CENTRAL_HONGSHUIHE,79.11,76.77,76.05,86.20,92.01,95.03,82.45,88.26,89.11,93.97,91.19,95.00,103.87,94.25,77.39,93.51,94.96,85.78,90.95,99.35,97.09,96.95,84.89,92.46,89.43,96.64,93.45,93.68,66.61,67.58,62.57,85.29,75.30,76.41,23.48,44.88,49.33,55.59,58.29,57.74,77.23,71.87,62.43,49.28,76.30,76.99,72.32,65.03,65.96,52.02,76.05,26.55,64.07,66.81,63.27,63.27,64.30,48.18,80.21,73.90,58.03,76.91,64.35,76.00,64.07,81.13,54.70,75.66,55.76,78.16,46.48,.00
SAEK{TK.KAM-TAI|Tai-Kadai,,87.74,81.60,80.26,78.95,87.28,93.67,87.76,91.25,90.41,94.46,95.79,94.46,101.77,96.69,79.21,91.22,91.18,86.77,86.41,95.37,93.42,98.12,81.78,95.62,83.22,93.69,92.88,91.30,64.56,66.58,68.31,91.58,74.97,80.00,60.57,62.37,67.30,66.07,65.16,64.44,76.39,77.02,64.28,63.20,79.74,82.50,71.61,63.04,53.95,67.10,75.19,59.68,71.66,67.19,65.64,65.64,53.88,58.16,88.19,80.54,60.47,70.98,71.96,81.07,69.48,90.21,67.43,68.04,67.17,74.45,50.97,67.86,.00
SAEK_2{TK.KAM-TAI|Tai-Kada,83.53,82.52,81.69,83.95,85.00,93.64,83.04,88.97,92.41,96.12,96.17,94.77,100.51,97.59,79.57,90.92,92.82,89.60,87.66,98.87,96.28,97.06,87.46,94.53,89.03,94.44,95.18,93.39,52.81,66.50,70.33,89.54,72.00,80.76,52.12,52.58,62.34,63.58,64.89,62.04,78.32,82.08,63.62,57.80,78.48,82.71,72.21,58.62,45.79,65.34,70.75,55.38,70.72,66.20,52.94,52.94,59.09,61.94,87.82,79.59,58.50,71.63,72.24,82.37,65.09,89.98,64.28,66.45,70.97,73.83,53.71,61.77,32.88,.00
SAEK_3{TK.KAM-TAI|Tai-Kada,81.67,77.54,76.19,83.38,87.06,91.96,85.03,91.29,91.26,94.73,93.76,94.69,103.41,98.93,80.46,92.14,91.63,89.25,88.93,98.03,91.38,96.69,84.96,92.20,85.05,95.15,92.92,93.71,58.48,62.35,67.90,90.27,66.63,74.18,51.28,55.02,57.32,61.60,60.46,59.06,74.55,79.13,59.43,56.22,76.53,76.13,69.53,58.40,51.91,63.03,68.18,52.74,62.72,64.05,58.76,58.76,50.15,54.93,83.69,80.29,56.95,67.00,70.52,77.59,67.36,84.22,57.74,64.16,58.55,67.01,43.81,59.38,13.90,18.62,.00
SANDONG_SUI{TK.KAM-TAI|Tai,89.53,87.13,87.47,82.91,89.70,96.69,94.84,88.70,94.65,97.15,93.94,97.18,95.78,99.35,84.47,96.55,98.78,86.39,86.37,94.28,96.45,95.58,81.68,97.19,83.91,97.34,89.98,94.43,90.22,85.34,82.86,67.85,82.47,61.16,82.97,81.81,82.35,79.40,79.02,78.93,72.28,64.17,81.01,81.31,64.78,66.52,81.70,85.16,84.12,79.66,86.44,76.89,84.22,89.33,87.69,87.69,79.44,79.11,68.23,85.24,82.10,62.11,84.33,54.71,84.42,68.60,80.40,91.25,83.50,83.33,80.06,82.94,79.87,85.56,79.37,.00
SHAN_2{TK.KAM-TAI|Tai-Kada,88.10,88.45,90.68,91.17,90.63,93.73,82.26,90.93,89.74,94.32,89.88,94.16,101.22,95.64,88.59,98.41,91.39,94.73,91.12,96.47,98.44,97.42,95.95,94.71,91.34,97.32,91.29,93.62,29.59,48.73,49.19,90.95,76.87,88.76,60.41,66.18,71.61,55.04,52.09,50.56,71.41,82.80,53.11,66.13,88.58,89.60,59.98,40.59,32.33,69.27,75.66,65.94,62.27,49.23,34.45,34.45,42.72,46.81,92.82,64.42,47.72,75.83,48.05,88.46,51.65,96.93,64.45,34.42,59.12,81.22,55.61,67.30,67.42,55.99,63.15,89.69,.00
SHAN_3{TK.KAM-TAI|Tai-Kada,90.76,93.73,93.96,94.13,91.57,93.33,84.39,91.37,85.94,97.26,87.96,92.95,99.94,96.78,89.89,101.86,90.89,89.91,90.87,98.51,100.73,99.02,97.22,93.81,92.18,95.84,91.71,96.20,47.13,59.38,62.05,94.68,79.70,94.07,72.50,77.89,76.84,65.67,63.65,61.01,78.88,86.54,64.66,75.75,91.96,93.45,73.59,54.43,50.23,76.80,84.48,77.92,69.09,61.79,49.24,49.24,57.79,62.87,94.91,68.82,58.36,84.73,61.42,95.08,55.52,94.69,73.88,47.28,66.74,81.99,70.54,80.03,76.15,64.65,71.37,91.12,34.91,.00
SHAN_4{TK.KAM-TAI|Tai-Kada,90.51,89.61,90.45,94.20,92.87,93.27,89.33,96.36,90.63,93.57,93.14,99.07,100.77,99.21,91.93,98.22,94.21,94.17,91.92,99.82,96.32,99.19,94.20,95.72,91.04,94.14,91.42,96.74,45.47,52.98,51.54,92.46,80.25,88.31,63.47,70.58,75.16,55.17,54.24,55.85,73.07,84.28,44.82,71.76,88.77,88.48,57.81,40.45,44.83,71.43,80.74,69.75,60.60,43.98,45.93,45.93,43.23,46.26,91.91,71.07,58.03,75.78,50.78,89.20,54.59,95.83,67.28,23.64,57.25,83.22,56.53,72.51,70.43,66.18,64.10,88.55,33.07,50.59,.00
SHANGLIN_CENTRAL_HONGSHUIH,84.65,81.70,79.12,88.38,89.70,97.92,80.47,91.89,92.64,97.93,95.72,96.59,104.23,97.38,83.35,93.06,89.77,87.38,89.16,100.96,97.38,98.24,89.99,95.43,86.92,98.21,92.06,96.04,56.65,60.21,63.67,85.62,81.08,76.03,42.76,20.98,36.70,59.83,59.00,57.01,84.02,78.49,61.57,23.33,74.51,76.69,71.48,61.69,63.20,41.86,84.71,43.06,61.52,64.84,56.31,56.31,58.90,61.49,81.31,70.78,47.11,77.01,62.28,75.30,64.41,82.97,47.75,70.79,56.72,85.60,50.05,46.66,68.02,61.55,61.51,84.64,65.53,76.34,71.04,.00
SHANGSI_YONGNAN_ZHUANG{TK.,86.27,82.90,79.87,87.29,88.61,93.48,80.85,90.65,87.61,89.82,95.16,100.08,104.82,98.36,83.19,96.10,93.38,89.11,87.64,94.93,98.49,96.75,89.34,92.57,85.36,100.79,96.19,97.76,57.96,61.63,58.47,87.36,74.64,78.80,35.44,46.79,57.61,56.73,55.82,60.95,75.14,72.47,57.99,49.38,77.31,78.31,67.59,59.04,57.98,56.32,73.52,44.97,54.11,66.70,57.01,57.01,51.35,44.62,82.32,73.70,48.40,71.78,59.65,78.99,64.19,83.04,43.18,67.98,47.81,74.58,52.98,43.95,63.55,59.12,53.97,81.83,64.90,73.04,67.24,50.68,.00
SHUIQING_SUI{TK.KAM-TAI|Ta,88.20,84.77,85.87,79.87,89.60,91.52,94.07,87.11,90.81,96.42,95.19,99.80,93.37,101.19,84.16,94.23,99.56,84.66,85.36,98.39,96.64,94.98,78.90,91.82,82.35,97.38,90.64,98.64,88.43,79.19,80.43,58.94,77.96,58.15,77.22,77.14,75.71,77.85,75.69,76.76,70.64,52.29,77.41,77.84,61.74,55.57,80.50,85.26,82.38,72.79,85.97,75.07,80.57,90.13,84.95,84.95,78.85,77.47,56.84,86.86,78.04,65.37,83.66,49.33,80.82,56.87,80.27,90.44,81.18,79.95,77.33,78.05,78.46,83.60,78.17,38.99,89.54,91.35,88.31,80.66,79.69,.00
SIAMESE{TK.KAM-TAI|Tai-Kad,83.14,82.88,85.17,89.14,82.79,93.70,84.37,87.80,88.24,93.52,88.79,93.08,99.95,95.35,86.94,93.75,94.30,95.38,85.48,94.37,97.38,97.26,92.40,93.78,86.16,92.53,90.67,92.85,28.24,58.53,60.45,86.99,77.20,85.42,57.49,58.16,69.13,57.41,57.16,57.27,72.76,82.96,40.54,57.27,83.81,86.79,54.96,38.69,36.98,69.87,74.85,56.51,66.12,51.05,30.16,30.16,41.41,50.86,89.45,70.93,53.44,69.08,61.63,88.15,62.34,92.41,64.09,48.07,60.68,78.34,57.31,67.62,64.94,51.28,58.28,89.05,37.49,55.30,47.83,58.15,59.96,87.40,.00
SIAMESE_2{TK.KAM-TAI|Tai-K,81.83,77.64,80.94,90.82,87.98,93.20,85.30,90.52,88.28,92.33,86.37,92.57,99.59,96.97,89.90,97.34,94.75,95.26,88.62,94.50,93.64,94.60,92.84,94.01,82.75,96.37,86.73,95.72,39.17,52.57,57.40,88.52,72.66,80.53,60.09,60.59,65.94,57.21,54.21,55.01,66.51,78.15,31.63,58.37,83.70,82.49,52.60,36.78,39.71,69.37,72.45,58.18,57.98,43.93,41.66,41.66,29.52,38.67,86.65,70.13,51.22,64.74,59.55,82.54,61.23,87.17,60.37,41.56,46.07,73.25,42.32,67.48,56.30,59.79,49.35,84.42,42.34,57.89,39.20,61.60,58.10,81.92,27.38,.00
SONGKHLA_THAI{TK.KAM-TAI|T,84.93,83.68,86.50,94.75,92.96,95.50,90.20,100.51,92.07,95.88,93.12,98.50,100.51,99.65,91.61,99.13,97.22,95.61,93.15,94.53,95.81,98.32,94.91,96.96,86.74,98.21,93.23,96.56,50.42,61.88,63.24,91.46,80.33,88.04,69.70,72.37,77.21,63.84,61.90,65.03,71.52,84.05,32.51,71.13,86.86,87.85,56.13,46.71,51.63,80.96,80.59,69.77,66.09,57.33,53.12,53.12,39.54,50.69,90.77,77.55,62.20,69.99,65.09,89.21,65.48,91.66,71.57,46.07,63.29,81.00,56.02,77.59,69.91,68.55,60.20,87.70,48.77,63.93,41.63,72.22,70.17,84.89,38.76,23.09,.00
SOUTHERN_DONG{TK.KAM-TAI|T,92.61,90.96,90.15,86.65,83.32,92.18,96.51,88.50,91.88,94.04,95.34,94.68,96.74,99.28,85.29,94.16,100.66,90.60,85.76,97.51,97.63,96.84,83.45,94.03,85.77,96.30,93.61,94.33,84.71,80.11,77.25,75.33,87.29,75.51,81.84,80.40,78.52,76.79,77.27,79.02,63.14,43.25,80.46,78.46,78.54,75.36,80.76,82.86,81.01,76.01,91.82,80.92,86.63,85.54,82.58,82.58,82.26,83.12,70.22,84.71,80.14,78.61,80.71,74.32,82.35,75.29,81.45,86.71,82.94,90.03,80.04,80.53,80.12,84.55,81.57,69.17,85.63,87.21,86.24,81.82,80.02,66.08,84.29,81.81,84.82,.00
SUI{TK.KAM-TAI|Tai-Kadai,K,86.92,84.42,83.35,84.19,89.90,96.83,92.59,86.29,94.91,95.41,97.56,99.26,90.75,102.46,78.41,96.81,101.19,82.40,84.67,99.36,96.62,94.22,83.47,94.94,82.60,98.64,94.63,97.61,88.08,80.31,82.24,54.84,79.25,54.69,79.20,75.21,80.15,80.67,77.93,74.30,63.09,46.44,77.51,73.97,54.29,52.94,80.67,86.26,80.66,73.90,87.51,72.37,83.65,91.69,86.44,86.44,77.82,77.24,55.06,84.91,79.71,59.25,84.08,43.16,79.94,53.41,80.36,91.71,81.44,81.75,78.54,79.66,79.34,82.63,78.40,31.28,89.52,90.52,90.68,79.89,80.62,31.64,85.80,80.64,86.93,62.07,.00
TAI_CHIENGMAI{TK.KAM-TAI|T,83.57,82.86,85.86,87.74,85.53,91.96,82.05,87.26,87.61,93.41,90.98,96.69,97.71,95.44,90.56,93.65,93.62,94.96,87.29,97.52,96.03,96.99,90.17,92.76,83.57,93.75,91.70,94.10,20.64,50.24,55.95,88.72,76.41,83.07,55.03,54.36,63.75,52.67,50.96,51.93,67.70,80.63,42.64,53.39,81.36,84.24,56.89,34.44,26.38,63.93,78.11,57.67,63.24,45.33,24.15,24.15,35.79,44.94,90.68,63.68,41.29,65.83,56.30,82.24,56.81,92.34,58.17,42.42,55.08,78.72,54.26,64.90,62.32,51.22,56.27,86.89,31.37,50.40,44.00,53.13,57.77,83.79,21.52,24.05,44.90,80.74,83.91,.00
TAI_DAENG{TK.KAM-TAI|Tai-K,90.73,90.14,91.22,96.80,91.46,94.63,89.33,94.42,93.30,93.54,94.10,96.68,103.16,95.20,93.36,100.32,95.13,96.94,88.96,99.70,99.96,101.52,99.49,97.04,91.75,96.78,88.62,98.69,49.98,55.42,52.18,92.85,85.94,85.05,64.41,71.90,74.99,58.39,55.24,51.07,71.36,79.40,56.00,72.68,88.34,83.05,63.24,49.18,49.67,72.54,85.74,68.62,66.42,55.29,50.10,50.10,48.50,57.08,90.82,70.27,53.26,76.46,56.15,87.34,54.50,91.03,66.36,48.72,62.54,86.72,61.26,74.27,66.26,70.68,61.82,88.87,51.44,59.08,47.03,71.37,65.07,88.01,53.67,52.18,57.29,85.01,85.82,50.66,.00
TAI_KHUEN{TK.KAM-TAI|Tai-K,87.81,85.51,88.13,94.21,92.51,94.32,88.22,97.82,92.60,93.90,96.73,97.88,99.98,98.60,92.10,98.52,94.81,93.38,90.18,98.10,99.33,98.71,93.67,95.93,89.12,96.30,91.11,98.43,49.24,50.81,51.82,91.42,78.60,87.28,63.29,67.94,74.01,56.39,50.99,55.57,68.00,78.90,41.60,68.36,86.38,87.06,55.41,42.85,51.07,70.48,78.15,65.85,59.97,42.04,46.09,46.09,36.37,43.76,90.99,68.70,52.42,73.97,53.75,86.54,53.91,93.93,63.29,35.72,57.03,79.80,52.55,70.84,65.77,66.52,60.18,86.16,38.22,56.01,21.63,67.74,62.25,85.11,48.56,35.42,38.68,82.78,86.04,43.20,44.86,.00
TAI_LEI_PING{TK.KAM-TAI|Ta,84.86,85.34,88.34,90.84,88.47,94.40,80.31,92.30,90.35,93.07,93.62,96.60,100.86,98.13,86.59,97.77,88.51,94.13,88.78,96.77,96.68,95.71,94.36,93.95,87.71,96.26,91.47,95.45,42.19,56.37,62.45,89.98,73.92,82.41,55.74,54.90,65.26,57.44,56.75,61.64,75.52,82.16,57.78,57.43,80.45,84.79,69.50,51.29,45.45,67.35,76.71,64.20,54.59,60.89,37.09,37.09,36.77,44.41,88.21,74.70,49.04,70.60,62.35,82.42,68.36,90.21,52.70,50.71,54.03,79.98,54.19,64.85,69.34,56.69,59.17,87.45,38.02,55.41,53.69,54.95,52.98,85.44,43.67,46.14,58.93,85.53,86.79,38.29,63.44,54.62,.00
TAI_LUNGCHOW{TK.KAM-TAI|Ta,81.79,84.77,88.12,91.00,89.62,93.70,79.20,93.29,91.14,94.93,91.78,93.78,103.08,95.93,89.07,98.04,89.40,93.22,91.25,98.06,97.02,95.96,93.13,93.29,87.20,96.67,90.77,97.04,37.77,56.04,59.46,89.73,75.59,84.26,59.33,56.97,65.49,56.91,55.77,59.36,73.45,82.07,55.54,55.95,80.16,84.47,65.80,50.40,43.04,68.39,77.17,63.75,53.44,56.88,36.21,36.21,26.68,43.48,89.76,70.61,49.05,70.76,59.51,85.17,65.82,89.27,52.68,49.79,51.06,79.74,56.02,68.39,70.89,59.36,60.97,87.10,37.38,54.88,53.20,54.65,57.00,85.00,40.86,40.91,53.32,84.83,85.56,33.61,58.25,50.45,22.51,.00
TAI_LUNGMING{TK.KAM-TAI|Ta,86.14,86.95,90.51,90.15,89.49,92.59,82.76,91.84,95.51,92.56,95.46,97.11,102.36,99.84,87.14,99.47,92.25,93.42,90.52,96.88,97.91,96.45,94.29,95.42,91.21,96.76,92.90,94.59,46.55,60.04,63.30,89.15,76.78,83.10,50.17,58.30,66.17,63.37,63.07,64.56,74.09,82.73,63.87,58.80,81.71,84.89,70.37,56.08,50.41,67.50,79.55,57.88,62.69,63.42,45.71,45.71,45.44,26.73,87.52,76.25,55.68,70.91,62.38,83.76,69.13,91.77,52.19,51.38,54.50,83.33,46.06,57.66,72.77,60.32,63.62,85.96,40.13,57.77,55.65,58.07,51.92,85.29,49.36,52.13,62.66,85.03,84.17,45.05,62.28,56.42,26.88,30.83,.00
TAI_NING_MING{TK.KAM-TAI|T,86.17,85.25,88.05,90.59,87.25,92.64,85.58,90.50,89.93,93.22,95.51,98.44,102.82,97.49,87.65,97.50,93.09,92.55,89.03,97.43,94.96,100.15,91.02,94.98,89.13,95.82,94.97,97.92,46.78,65.01,65.24,85.82,80.73,84.76,56.56,56.80,65.29,59.62,59.08,62.72,75.54,84.38,65.01,57.45,80.22,87.21,72.49,55.90,47.87,65.83,81.71,63.69,62.22,57.28,44.63,44.63,46.23,47.90,86.84,79.73,54.22,72.46,65.21,83.16,69.55,89.62,46.31,56.55,56.47,87.02,53.60,61.63,71.19,59.13,60.75,86.11,49.16,60.32,59.95,54.43,47.82,86.67,49.19,53.04,65.97,83.35,87.85,44.53,66.75,61.85,33.09,35.58,33.04,.00
TAI_NONG_KHAI{TK.KAM-TAI|T,84.62,84.89,86.55,87.90,84.35,94.16,83.02,86.92,87.96,92.81,91.77,96.66,96.55,94.93,88.35,93.46,94.32,95.06,87.35,96.27,98.21,96.49,92.20,94.92,85.32,93.64,91.76,92.65,20.61,55.17,60.05,88.49,76.56,83.33,56.66,59.03,66.34,55.40,55.06,53.38,69.20,81.78,41.11,58.60,80.97,83.63,57.98,31.60,28.80,68.42,75.25,59.53,64.17,49.99,26.67,26.67,41.24,48.29,91.94,70.35,49.77,66.45,61.03,85.25,61.89,94.58,61.05,44.11,57.12,78.73,53.68,65.81,62.52,49.17,55.45,87.32,33.33,51.30,44.70,56.95,56.90,85.48,18.93,27.77,44.87,82.54,84.82,15.07,51.44,46.67,40.86,39.57,47.31,46.97,.00
TAI_PING_SIANG{TK.KAM-TAI|,83.98,85.95,89.22,89.98,88.25,94.82,81.18,91.88,90.40,93.01,93.41,94.60,102.85,96.89,87.25,97.75,88.41,93.82,89.55,97.85,97.30,95.84,94.12,93.90,88.90,95.97,90.09,96.50,37.64,56.64,60.21,89.79,75.00,82.64,55.90,54.24,65.08,55.55,54.98,60.58,74.34,83.65,58.41,54.44,78.43,83.82,68.79,49.39,45.00,66.04,76.62,62.70,51.54,57.97,34.51,34.51,29.90,41.92,88.67,72.43,47.25,69.93,60.29,84.16,67.04,91.17,48.94,48.15,50.97,82.18,53.05,65.06,69.69,56.17,59.64,87.90,35.03,51.88,51.95,52.58,53.59,85.31,41.69,44.93,57.77,85.25,87.21,35.96,60.28,52.16,16.35,13.23,25.74,32.13,38.75,.00
TAI_PO_AI{TK.KAM-TAI|Tai-K,87.43,85.72,84.82,86.75,84.21,92.39,84.24,85.54,94.61,98.93,94.90,95.81,103.26,96.13,89.41,93.36,90.49,95.25,86.83,101.67,97.92,98.87,87.80,94.77,86.11,95.83,90.12,91.90,46.40,59.04,59.13,86.22,79.78,78.64,38.37,40.79,40.79,56.36,57.76,57.22,73.15,78.06,58.90,41.03,79.81,79.94,71.36,53.67,50.15,47.39,82.80,40.06,67.75,56.19,42.87,42.87,51.08,42.28,84.67,73.40,51.22,71.10,60.17,80.80,64.58,87.05,55.50,59.85,62.92,84.14,23.21,45.44,60.38,48.11,52.86,83.74,50.15,66.88,60.66,40.87,55.41,81.48,46.25,53.18,63.32,81.01,82.31,41.61,62.37,58.44,44.37,45.00,39.02,45.90,43.42,42.15,.00
TAI_WESTERN_NUNG{TK.KAM-TA,85.43,85.79,87.56,90.45,87.40,93.40,84.25,88.96,89.87,93.26,91.78,94.49,101.50,93.47,87.04,98.02,91.97,91.73,90.01,98.16,97.91,97.44,89.48,93.60,88.02,94.54,95.76,96.29,37.90,60.51,60.75,89.45,81.51,87.87,55.81,59.37,69.55,57.66,57.63,62.10,74.19,84.67,57.59,56.46,83.43,88.40,65.76,54.90,41.96,65.48,83.11,59.35,65.08,58.19,37.65,37.65,40.78,47.53,91.22,72.09,51.60,73.92,59.80,87.49,66.63,93.08,57.06,53.17,55.74,82.50,64.29,64.68,69.01,60.15,65.05,89.55,41.38,57.32,59.20,60.54,55.98,88.70,38.90,48.36,57.35,84.36,87.18,30.47,62.02,55.61,37.90,30.47,42.27,43.57,37.72,34.57,48.25,.00
TAI_WUMING{TK.KAM-TAI|Tai-,84.54,83.51,83.11,90.88,86.95,95.64,85.03,90.51,91.01,94.12,93.19,92.86,99.24,94.67,88.23,98.82,93.62,94.32,90.44,100.51,94.02,100.69,88.69,96.74,84.55,97.77,92.82,97.23,57.94,69.79,69.63,85.41,80.13,85.80,60.03,48.77,58.09,64.90,63.07,69.63,75.24,80.87,68.10,51.68,82.10,86.58,75.42,63.69,57.60,65.07,81.65,57.12,71.62,65.00,52.93,52.93,51.68,58.89,86.04,82.13,58.96,73.16,69.44,87.51,74.35,87.65,60.69,67.59,66.72,82.56,53.43,65.50,60.01,46.36,48.78,85.55,60.59,74.28,68.35,56.09,56.60,88.37,51.12,52.79,64.35,85.58,86.94,49.94,71.67,65.73,47.83,43.63,55.24,48.66,54.00,46.25,41.09,46.95,.00
